1157,797,search_range,797463617,1334354375,1058678058,1491083040,1242585684,1504859100,1382565312,1532855028,2668,19220,8280,54084,
1290,791,search_range,1123932551,1530235735,1249358858,1961624182,1402854705,1436369255,1270482325,1510438429,36408,65820,9854,20990,
1093,556,search_range,421724229,1452503997,796752748,1333927854,1341836007,1433272587,1363211161,1446097679,12553,41703,7873,42469,
1114,690,search_range,528467518,1172956716,488378054,1148903036,1456257078,1547593382,1302281507,1516798267,41808,67980,3828,28510,
1158,587,search_range,136461553,1338398929,935024645,1898757337,1059720805,1468286125,1395952311,1465742369,10989,55653,3106,40561,
1177,396,search_range,1176428074,1369080561,1322555434,1649409464,1389727699,1462007601,1390300423,1498376644,4746,69290,7700,19267,
1090,180,search_range,476407635,1141720785,43054903,1301036269,1445988403,1495764025,1347692367,1525880439,61584,66353,8405,54109,
1286,460,search_range,926204160,1411598700,339612711,1779674951,1148911372,1486124240,1402423436,1436024240,28107,73963,201,13267,
1227,8564,search_range,1093183755,1511786457,681842193,1848120849,1459375591,1548217083,1319638164,1520269596,2395,35609,10378,21409,
1085,686,search_range,1280432543,1624135731,1041973643,1920147139,1046536104,1465649184,1189825909,1418186836,32373,74817,9865,32133,
1102,3064,search_range,1183906057,1566219839,1071706144,1926093636,1099378339,1476217631,1325069318,1521355830,51750,78694,1393,27049,
1310,1011,search_range,382857586,1788323926,514981624,1814748732,1384277566,1421507544,1274469350,1452044213,57355,79815,8811,20155,
1101,312,search_range,483872795,1146199881,249625624,1383664555,1459368502,1526003875,1379227098,1493947314,46815,77707,1473,52721,
1057,923,search_range,656058758,1842964162,1189840936,1569780766,1272665858,1451322818,1309247097,1465955313,64030,76870,7010,18715,
1130,229,search_range,617253890,1226228538,495169629,1152977981,1470343598,1510377142,1474276292,1493506525,20879,72519,4278,28780,
1158,2827,search_range,181873340,1356563642,135318504,1337941707,1329895458,1522321058,1309063447,1518154655,10820,40664,10023,43329,
1173,350,search_range,51854165,1722123241,523479663,1169964003,1344948865,1525331737,1428782294,1485440358,34596,75260,8945,31581,
1040,296,search_range,410518558,1102187340,974140456,1440360478,1359852755,1486197575,1369268159,1489963736,9417,70225,9327,43050,
1260,1223,search_range,363191903,1073791347,758588285,1311029175,1400901648,1536522296,1196514716,1495644908,51366,78614,1963,14677,
1136,231,search_range,499569163,1155617703,628758617,1535317754,1316050912,1519552148,1472380039,1511599005,65310,81406,3064,28052,
1156,712,search_range,126463012,1334399512,125186912,1736789792,993590596,1455060084,1355906095,1484618911,3862,36488,2141,52853,
1256,5791,search_range,1280934230,1967939254,1293410695,1970434547,1400571408,1536456248,1505346096,1518362368,1056,17930,2114,40166,
1095,489,search_range,1020675618,1692084555,812163766,1343174464,1340489663,1432464781,1406527104,1537647384,7601,23166,2812,52988,
1293,822,search_range,1257404387,1610318837,1246705734,1961093554,1240413578,1438421906,1346148856,1435860296,25040,73352,407,52507,
1179,599,search_range,502272856,1484723449,398936192,1095237920,979843776,1452310720,1201336914,1496609346,51554,71879,6999,18706,
1138,1445,search_range,46495208,1721051452,501327821,1156672897,1480821426,1516663838,1205276520,1497397268,43992,68853,2862,52998,
1076,316,search_range,473481195,1139964921,831148505,1354565307,1366530877,1529648141,1431436715,1542629307,49768,71164,5923,41689,
1251,9633,search_range,593296268,1830411664,465060638,1804764538,1484222378,1553186442,1306093592,1517560684,1106,17970,7655,19231,
