1773,9196693,search_range,39,43,1645292,4300187,5,5,3,3,19931345,19951285,19924620,19947184,19932043,19966469,11746675,39232381,19937450,19963460
1451,11375408,search_range,26,30,3060643,6777793,7,7,3,3,19947188,19957391,19949469,19962093,19954199,19970417,10398906,38693274,19921220,19974842
1736,361571,search_range,10,46,6282292,9652412,5,5,1,1,19950832,19962980,19923718,19963835,19941770,19969392,37539831,49549641,19922979,19969235
1452,4108058,search_range,44,44,6853557,8310113,7,7,4,4,19943049,19950679,19935689,19958359,19924769,19958645,3880268,46821004,19928049,19959699
1040,995898,search_range,41,42,5076216,7785581,7,7,4,4,19929335,19965637,19940581,19960806,19958118,19974295,29127422,34813174,19944946,19970041
1330,180776,search_range,27,45,4750240,6473653,2,2,7,7,19936644,19976739,19940157,19976940,19940464,19944540,35828228,42346616,19938673,19951312
1027,624319,search_range,30,36,5047714,6137160,6,6,7,7,19958326,19978909,19945457,19970356,19958161,19962775,24793132,37898352,19936214,19958504
1040,3145401,search_range,47,47,4495208,8095052,7,7,4,4,19932173,19971389,19934818,19962544,19930514,19955869,28213910,48753499,19949481,19971405
1435,1878710,search_range,27,41,2790451,8954051,6,6,3,3,19948695,19968195,19944745,19959257,19930104,19976112,31238440,49660858,19925549,19947649
1761,1005379,search_range,11,31,2874664,3636692,5,5,7,7,19956120,19976184,19946735,19967309,19967044,19972716,17163723,53516937,19951747,19969177
1090,514305,search_range,33,37,2879611,5925747,3,3,4,4,19931414,19941370,19931262,19956147,19934587,19962571,31864846,34433980,19928173,19975540
1082,5411397,search_range,46,46,5017041,8303787,3,3,4,4,19945646,19970531,19930036,19950432,19937451,19959341,101395,40319748,19936428,19945302
1810,5327411,search_range,10,14,2106752,7139666,5,5,1,1,19936436,19963292,19957019,19966623,19955100,19962939,24867714,47749643,19947617,19974161
1278,6980381,search_range,5,9,840704,5667824,9,9,5,5,19955712,19978653,19935101,19958066,19948783,19961759,8899984,52690564,19947524,19977467
1481,1665364,search_range,27,29,2549569,8111335,5,5,3,3,19927583,19965110,19938999,19976826,19945207,19966819,34263391,48239065,19948907,19974419
1970,9660846,search_range,45,45,4334050,8646680,2,2,3,3,19945743,19959923,19950644,19959758,19948417,19961541,17049986,29201846,19933975,19957385
1192,2762970,search_range,11,27,4839244,6535954,3,3,2,2,19922954,19969546,19953199,19964331,19946921,19974369,22572476,47061073,19956426,19971048
1406,17106807,search_range,34,38,133429,4278037,7,7,4,4,19940200,19960700,19933001,19961819,19932912,19976400,1568741,18364973,19951405,19974917
1345,5226489,search_range,8,24,4175048,9862958,8,8,2,2,19936759,19972311,19955834,19960872,19941716,19969373,16153669,28574425,19959793,19978702
1071,18515058,search_range,21,24,1159195,9561370,8,8,7,7,19954548,19970538,19942176,19957716,19925996,19964657,15067159,49058383,19921171,19956949
1765,1948722,search_range,2,14,1231351,4010431,0,6,1,1,19932176,19966490,19956129,19963599,19963541,19974155,24456444,44316288,19945844,19973804
1960,358619,search_range,28,42,3619466,7057206,2,2,5,5,19960378,19974952,19938188,19968176,19954828,19973308,36071086,42516616,19935160,19967108
1970,3675785,search_range,44,44,3319903,8342431,8,8,7,7,19932325,19951873,19948357,19951624,19934866,19953410,27079930,48413305,19932299,19971099
1300,11436058,search_range,39,42,3723111,7786215,7,7,5,5,19950232,19978105,19933941,19952777,19947316,19974444,10960616,43577515,19928038,19949142
1821,1614402,search_range,3,27,5007998,6105388,0,6,4,4,19970873,19980161,19964949,19971381,19964621,19971265,19677803,31041317,19956680,19971152
1247,137807,search_range,40,49,8176471,8872015,8,8,3,3,19955756,19971020,19951378,19975098,19928934,19970766,6495671,11601722,19920772,19974799
1373,207362,search_range,1,46,7909649,8426709,9,9,2,2,19932633,19976337,19956078,19971048,19927561,19975864,29853551,49245392,19949024,19964909
1353,2370974,search_range,47,47,6407404,7224912,6,6,0,0,19936249,19963219,19935378,19962768,19954794,19973295,9939812,33747997,19942599,19976979
1094,497911,search_range,25,41,4463513,5066656,9,9,3,3,19955122,19975986,19969911,19974359,19968921,19980000,5131165,15616169,19950370,19965585
1421,610337,search_range,9,21,262143,5378543,5,5,3,3,19960303,19972837,19953227,19964347,19959364,19965922,34024809,52849913,19933534,19971342
1106,318811,search_range,38,39,6998651,8746801,0,4,5,5,19940856,19956992,19932720,19961706,19947914,19961238,34184069,38858493,19928357,19970309
1811,293877,search_range,9,45,7027807,7721235,2,2,6,6,19952447,19978322,19969098,19977449,19935113,19976612,30839063,38854199,19954987,19975635
1066,2377408,search_range,9,13,1126358,8621230,3,3,7,7,19927966,19965227,19939964,19960494,19940470,19956774,31089456,36382802,19948642,19964722
1421,141151,search_range,16,34,2634797,4992842,8,8,6,6,19950897,19953927,19934151,19971655,19958566,19965364,20992477,28305219,19931685,19970973
1046,4954746,search_range,44,44,389532,8473860,8,8,2,2,19931405,19946342,19935596,19958311,19939969,19944095,12634491,17126660,19938499,19968109
1069,1863294,search_range,41,44,8372521,10070465,9,9,4,4,19949646,19962266,19921270,19957126,19943775,19958755,17250998,33373074,19931458,19970930
1329,2417746,search_range,14,35,3751449,9146249,5,5,6,6,19938266,19964024,19945004,19970218,19968782,19975007,12271699,21328597,19942932,19973228
1401,2257957,search_range,16,19,889374,7613273,7,7,5,5,19927695,19970495,19930950,19976022,19924604,19958576,34192856,52883520,19927235,19970083
1365,809504,search_range,42,42,5921729,9122983,0,2,1,1,19957365,19978812,19957684,19974022,19949574,19978059,32546358,50053239,19965949,19973374
1032,202991,search_range,47,47,9138909,9816929,1,8,2,2,19924926,19964315,19943072,19962052,19940184,19977120,23715453,44019891,19960467,19974698
1377,125532,search_range,29,41,4526782,9301310,0,4,0,0,19936542,19967804,19943149,19950725,19947045,19960717,40323791,55832942,19936661,19954317
1473,4120999,search_range,27,37,3013038,8998566,6,6,1,1,19950112,19959439,19920954,19950989,19937162,19950383,23154262,30034646,19947141,19957239
1334,14833603,search_range,39,39,2112951,4627551,5,5,4,4,19945944,19956519,19946043,19970529,19921711,19957423,6435681,31995931,19939037,19964093
1304,2950799,search_range,13,40,3090429,9014045,9,9,5,5,19969089,19977566,19956218,19961180,19967986,19978578,7160151,22278960,19936850,19976405
1910,4564735,search_range,35,37,6194291,8344621,8,8,2,2,19924150,19964085,19925929,19970009,19934726,19976576,4996581,31276381,19942817,19950413
1092,672431,search_range,31,45,4284652,4905681,4,4,2,2,19942608,19969621,19931532,19971132,19941217,19969224,20175645,27651753,19928019,19949131
1185,327340,search_range,6,26,2634246,4992456,2,2,1,1,19932350,19966545,19949875,19962335,19942872,19962052,34317303,41288967,19959528,19968036
1557,19468929,search_range,42,42,2744656,7394830,9,9,6,6,19946965,19950388,19927235,19954130,19935326,19962866,5113373,31334778,19920801,19962801
1000,7130039,search_range,49,49,2953956,9740847,4,4,7,7,19968404,19979915,19964261,19979354,19964829,19977949,1694271,51969990,19958397,19965117
1646,1691074,search_range,43,43,6619822,8557382,5,5,1,1,19946573,19967345,19940458,19964800,19949816,19959239,5369470,21025483,19933601,19976081
1153,1430136,search_range,43,43,421609,8480281,6,6,7,7,19944187,19962692,19945097,19970248,19947882,19967892,32713892,37682350,19923912,19963735
1373,1405684,search_range,24,42,3928999,8525164,9,9,1,1,19927270,19943449,19922303,19957535,19945593,19966971,26367816,48199675,19930124,19970660
1164,626298,search_range,15,42,2117575,2955312,7,7,2,2,19938824,19976957,19954048,19975632,19955506,19960650,12972296,17430685,19939121,19955793
1421,7771595,search_range,11,43,1812861,4417488,9,9,5,5,19936890,19950183,19943156,19962091,19927404,19970460,9775545,52778121,19942156,19976932
1394,3016125,search_range,34,37,3048575,9005671,5,5,0,0,19956427,19961381,19942879,19969584,19950542,19978163,25630060,35207896,19940785,19956789
1681,668879,search_range,34,42,6870074,8320022,9,9,6,6,19946754,19967418,19940503,19976971,19933551,19971695,34589684,55259534,19947110,19974062
1703,174974,search_range,49,49,9492570,10394712,1,6,5,5,19950300,19953390,19944577,19955512,19926466,19975750,6570797,26964953,19939579,19968433
1222,8052688,search_range,35,42,2803027,8187371,5,5,6,6,19956604,19961522,19955926,19968476,19955007,19960251,15332434,53333809,19953876,19961952
1112,98017,search_range,20,47,8008845,8257455,0,3,2,2,19931244,19971204,19960973,19968993,19953100,19961539,21982198,32654395,19953442,19967122
1155,3330378,search_range,22,24,1333286,9578780,5,5,7,7,19939816,19956368,19958805,19965471,19940002,19964740,4791682,52279732,19935989,19953913
1001,592802,search_range,24,36,1142806,6754090,3,3,4,4,19949654,19962270,19928328,19970488,19925507,19975655,37682623,49606759,19952617,19961071
1711,3390844,search_range,29,45,6875388,9409080,6,6,3,3,19941205,19973197,19938480,19968265,19967682,19977167,8191154,32873669,19935887,19976306
1145,947505,search_range,8,28,4542340,8113906,3,3,3,3,19959418,19961596,19955093,19970651,19951979,19969529,29156452,37676371,19956715,19963939
1219,1670671,search_range,42,42,5062172,6692003,8,8,7,7,19929593,19976033,19961801,19971416,19953796,19972997,20037330,38796755,19970232,19976574
1002,206688,search_range,45,45,5321586,8425602,0,9,4,4,19938186,19976895,19924360,19969696,19922380,19975345,39759428,43318780,19947857,19977503
1062,362019,search_range,29,41,7028950,7375550,4,4,7,7,19954954,19965450,19927588,19975684,19948517,19971414,28348832,40031772,19933183,19971279
1355,2925787,search_range,37,37,2543505,4928937,6,6,6,6,19943517,19962357,19933587,19971539,19930666,19971114,14591408,27480842,19957280,19966688
1738,1247601,search_range,20,29,5183153,9432585,1,4,3,3,19950184,19974992,19926715,19953870,19936389,19963293,30067881,52058521,19947314,19954010
1767,3457690,search_range,40,49,3561748,7721668,6,6,3,3,19962370,19977434,19968501,19977272,19959310,19970270,21242428,28505180,19940440,19972728
1375,4542697,search_range,42,42,3727338,6434382,3,3,3,3,19929295,19976005,19950661,19971920,19936215,19954219,16224858,32757390,19939905,19976706
1205,8829334,search_range,46,46,3548461,6327057,3,3,1,1,19934619,19962567,19920472,19956808,19942507,19957995,23842103,50813367,19925813,19975304
1264,7624387,search_range,26,38,929777,2842811,1,1,4,4,19950097,19959427,19936320,19958675,19939977,19960602,11397039,29860699,19925028,19964067
1777,379303,search_range,30,38,471331,7487865,8,8,6,6,19959224,19965815,19939571,19964447,19948875,19961815,29262553,43409368,19923245,19952020
1432,4067930,search_range,30,46,4683834,8751611,3,3,2,2,19925229,19947617,19946198,19956647,19946837,19967471,6375840,26847976,19938618,19947054
1461,3992633,search_range,48,48,3987170,6590282,3,3,6,6,19957630,19967058,19938133,19968156,19946057,19974193,8132813,22959824,19959972,19974553
1543,1845922,search_range,36,44,8095078,9055026,1,2,3,3,19934156,19976492,19921506,19963170,19954358,19962419,6687906,42295702,19931348,19956073
1598,804028,search_range,22,36,5537283,7024581,7,7,5,5,19962932,19972067,19951866,19972278,19946670,19977774,26098331,51264611,19970699,19979789
1611,4648840,search_range,24,24,1048170,9550272,5,5,3,3,19943686,19966192,19924189,19952609,19948219,19968025,26685765,48295059,19930599,19960719
1302,1577646,search_range,27,43,6389149,8442049,2,2,2,2,19946074,19970658,19959263,19974495,19937507,19963739,23909030,37367890,19960910,19968866
1055,2691358,search_range,44,44,1749856,8745928,4,4,7,7,19932158,19976294,19968929,19976189,19950601,19978168,22107484,25652354,19967996,19973116
1173,2337006,search_range,46,46,3048905,9750341,0,0,0,0,19957213,19973999,19948437,19961473,19958721,19967725,11902859,16468192,19945599,19973759
1124,7349048,search_range,21,36,1910799,4486044,2,2,4,4,19970325,19973586,19938322,19972490,19925759,19975682,12109796,43922269,19925657,19969769
1860,12906783,search_range,20,38,250249,8446009,2,2,7,7,19953189,19967194,19955091,19965467,19961566,19977294,21417729,43100805,19940022,19976724
1119,2000030,search_range,41,47,6283222,9231426,8,8,3,3,19956010,19976162,19945804,19956370,19944229,19973829,15147083,32110723,19935727,19971783
1093,381691,search_range,3,35,2356915,3170718,3,3,7,7,19938831,19972727,19947893,19964458,19968162,19979925,22174634,32789099,19958942,19967686
1454,3444688,search_range,45,45,1000757,9545528,2,2,4,4,19938390,19946952,19939129,19947509,19934953,19944207,19202178,23037579,19924860,19958424
1066,3721118,search_range,42,42,5362483,9468451,9,9,6,6,19920515,19975127,19935750,19971974,19954363,19975851,15477431,40724681,19934271,19952883
1730,827152,search_range,34,39,6852235,7580777,1,6,0,0,19942601,19977341,19928054,19954539,19951728,19960578,18443765,45822459,19937218,19963366
1248,10409757,search_range,30,30,5326164,9978066,1,1,3,3,19923557,19969669,19938461,19942718,19935971,19976705,9619878,28794402,19934190,19962156
1094,3792995,search_range,24,36,1259819,7724410,5,5,4,4,19949285,19965240,19967101,19978245,19954516,19965200,17636650,25620556,19959392,19976520
1570,1444057,search_range,39,41,5686188,9052320,5,5,2,2,19929384,19965651,19926775,19975600,19953693,19964705,32216610,47420352,19933221,19961769
1421,1698844,search_range,33,42,2879644,9733414,8,8,6,6,19940112,19968875,19934404,19953052,19953306,19970058,2880170,13815372,19929305,19975646
1036,4187757,search_range,14,26,3158796,6093256,6,6,6,6,19926305,19959239,19927918,19954473,19954750,19973286,8129630,37785560,19949847,19977702
1119,11269842,search_range,46,46,3341620,6918285,7,7,3,3,19922059,19945715,19921447,19963153,19940978,19977203,6878058,32217123,19936022,19953934
1383,200866,search_range,23,39,2143907,5484323,8,8,2,2,19939329,19960264,19940637,19952754,19941238,19977229,36056440,51106258,19948801,19968001
1800,1300256,search_range,22,26,3839694,6501794,0,0,5,5,19956220,19978702,19952365,19963829,19951770,19972392,29999716,46533598,19946914,19970630
1457,1032165,search_range,30,48,8229249,8908959,1,9,0,0,19936114,19963162,19949142,19961898,19961748,19971488,14413969,44613523,19928251,19975546
1026,6115027,search_range,38,44,5539906,9503938,3,3,6,6,19934877,19953405,19943246,19965914,19936868,19941304,7823524,37663120,19937551,19941876
1594,952093,search_range,34,42,6775592,8263332,6,6,5,5,19940956,19965100,19922598,19975185,19958452,19974398,23917966,54192364,19949883,19956067
1433,10685710,search_range,16,28,1612168,7830114,8,8,1,1,19971197,19977197,19967450,19976956,19966435,19978267,18919077,34373921,19956951,19973646
1006,1172225,search_range,48,48,6974653,9438856,2,2,4,4,19943619,19973683,19957810,19969420,19950558,19978161,462375,17590518,19952180,19972214
1014,711164,search_range,7,35,2088977,5451365,4,4,6,6,19962238,19979302,19937123,19963463,19967231,19975631,28034264,42795224,19934038,19971446
1465,1282278,search_range,4,40,7406238,10186077,1,2,6,6,19935918,19958558,19942480,19973320,19949700,19978077,7221981,17288821,19924561,19975177
1008,379372,search_range,28,28,2333781,7230483,1,9,2,2,19939372,19964470,19956444,19968734,19941995,19969456,36597355,53364419,19920251,19968691
1436,6782530,search_range,47,47,4536394,6323959,7,7,3,3,19955231,19978604,19925840,19969992,19960676,19977116,11574712,52958035,19950804,19974796
1137,1681447,search_range,49,49,4731663,6460647,1,3,7,7,19940145,19952460,19936518,19949871,19931980,19951680,13230595,17663154,19933671,19957236
1507,181257,search_range,16,40,6490359,7291277,0,4,4,4,19950105,19978086,19949949,19968597,19943347,19966075,25900372,32231534,19932043,19946671
1875,2969691,search_range,42,42,4452456,7473701,3,3,5,5,19940789,19969076,19957800,19962446,19944238,19970131,8719573,18486895,19931048,19965873
1159,266726,search_range,47,47,8189143,10033783,1,3,6,6,19945942,19977676,19962519,19971774,19963266,19972246,30319919,38490800,19961686,19976974
1062,1672579,search_range,26,40,4511140,5707902,9,9,0,0,19945993,19977673,19958255,19967363,19945526,19956236,3365115,30460650,19943760,19969688
1466,1872792,search_range,12,24,885196,1846171,3,3,4,4,19923083,19940516,19932299,19946918,19927334,19943501,17947334,45673529,19937129,19972065
1064,1463445,search_range,44,44,5381636,5892967,9,9,3,3,19932632,19976345,19957244,19971512,19923358,19975441,4175042,36203726,19957086,19961828
1623,16132802,search_range,46,46,154058,6358592,2,2,7,7,19960167,19964373,19954238,19967633,19939861,19968820,10746682,24789532,19929471,19965402
1540,1248439,search_range,5,17,398145,5446545,6,6,1,1,19960138,19972774,19969959,19975494,19969266,19977638,26572809,32769485,19955048,19967923
1461,1064756,search_range,26,34,1525389,8701037,6,6,3,3,19922447,19951822,19923695,19940894,19937451,19959341,33909108,50462064,19933794,19966694
1404,1470738,search_range,27,33,5507851,9497531,4,4,3,3,19939494,19956174,19921238,19945154,19935702,19944808,28868391,54687402,19939752,19960277
1873,316116,search_range,36,43,5832316,9562420,5,5,1,1,19933176,19971592,19934441,19967054,19926251,19970235,38459825,55646549,19929259,19970491
1822,5434256,search_range,45,45,2479482,9693396,3,3,5,5,19944487,19962842,19951102,19963074,19960515,19966728,20300864,27751928,19946713,19963758
1612,893244,search_range,32,35,5106046,5644936,5,5,2,2,19943267,19962232,19927606,19959658,19947700,19974524,25506041,44736125,19937312,19967755
1290,5138484,search_range,45,45,3741052,6442608,2,2,2,2,19944802,19977562,19950041,19974833,19951062,19975198,24004255,30714641,19949624,19968326
1222,3482523,search_range,49,49,5434801,7964876,1,1,6,6,19954020,19967610,19938760,19972576,19932816,19976385,7394972,17427214,19934311,19962205
1952,4843714,search_range,20,32,5359570,7413722,8,8,6,6,19942305,19969528,19931995,19966316,19955915,19971101,6708245,37217009,19950152,19959347
1323,2956625,search_range,11,39,1264124,8648780,2,2,0,0,19934366,19976513,19952730,19969710,19946377,19956832,16871069,20939581,19947215,19960647
1612,514425,search_range,41,49,4849612,5978678,4,4,0,0,19924197,19952697,19926219,19970067,19924512,19952872,5559079,10758790,19944641,19962721
1602,2825136,search_range,36,44,5547240,10000179,5,5,6,6,19923531,19958133,19958277,19960552,19950708,19965968,15364990,36460585,19943750,19958570
1644,673096,search_range,2,34,5623670,6597926,7,7,4,4,19932162,19976298,19927780,19975705,19966440,19972356,18107842,22052676,19960954,19970874
1557,11425185,search_range,48,48,1744211,8744803,0,6,2,2,19937080,19941492,19934199,19971663,19942611,19961921,13775293,31287649,19930902,19955852
1955,4823105,search_range,41,41,6571721,9710305,6,6,6,6,19928627,19965426,19945290,19977456,19939706,19964618,5980365,21453111,19921014,19956882
1489,1158619,search_range,41,42,4330522,5563406,6,6,2,2,19921947,19951572,19935432,19971912,19939726,19972926,9079688,13927338,19925922,19953362
1038,356194,search_range,44,44,8847167,10330169,1,10,3,3,19958271,19972029,19942338,19973290,19924678,19975573,23574099,43963353,19932236,19961372
1864,3593546,search_range,4,28,4345445,9879995,8,8,0,0,19949427,19965312,19941149,19977041,19925411,19958903,28972881,40406201,19938331,19968060
1805,478859,search_range,44,44,7852887,8381299,1,3,1,1,19926826,19970322,19928122,19975741,19928151,19965307,14585597,31773833,19955977,19975833
